,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,197787.0,3479.0360349416733,1416,759,1.865612648221344,5.433845500462619,61.19558784158048,6.395666666666667,13.643413020833334,4.388006770833333,24.025329103133817,40.20093140501166,21.44841187827095,12.639687874487993,0.9976657669676546,0.911737553259056,1.6886890534967272
0,101297.0,2491.2102385759354,1191,130,9.161538461538461,1.5284756705529285,61.26665599954164,7.049316145833333,9.232017708333334,10.876065625,33.81620502961949,37.38222055491552,46.47922962038006,8.137424082767671,0.9971911347495988,0.9448180858455831,1.1937952652276915
0,86626.5,2291.511754155159,1096,119,9.210084033613445,1.5055900907920787,60.61685649808377,3.4343026041666667,6.371511458333333,2.6447572916666666,19.975698947358936,29.057373993583756,19.27504973278957,8.553729373141717,0.996610015252205,0.959022707535522,0.8487580137747311
0,190481.0,2858.4793519973755,1319,254,5.192913385826771,1.7588420892372467,42.89616395228572,7.670414583333334,13.303598958333334,6.049156770833333,28.82288535743978,40.2218451420474,26.948603797464493,8.440064162194226,0.9984187675654439,0.9143311885159329,1.6739143876074527
0,228035.0,2920.4204775094986,1325,286,4.6328671328671325,1.6618063016642182,37.40152066769052,8.992027604166667,16.671172916666666,6.29428125,30.967157947359965,45.04019750732973,28.595326115105568,8.641447061774569,0.9985677237139684,0.8986438796688965,1.9680813301850488
0,234048.5,3693.223978281021,1435,954,1.5041928721174005,5.849172286940528,58.2781062632313,7.319240104166667,15.730615104166667,4.43293125,24.81753263038167,42.2213212701679,21.53426747630638,14.561457094330926,0.9977080787111053,0.895653919074996,1.9571506584599738
0,258476.0,3543.6777398586273,1396,874,1.597254004576659,4.720376359894149,48.58343491840461,9.674848958333333,18.432271354166666,6.657214583333333,28.70796453672343,46.43166266942421,24.427573585665854,11.795340512326527,0.9981005317049434,0.884638910869112,2.1260150671280162
0,244729.5,3737.5427380800247,1480,913,1.6210295728368018,5.521361339764924,57.08026910926034,9.033226041666667,16.534254166666667,6.9478442708333334,29.570095116465566,43.37797982783121,28.114027064807853,13.627841063531557,0.9979453920391208,0.889017939306706,2.070195017802493
0,223997.5,3144.902792453766,1405,388,3.6211340206185567,2.4336878759807585,44.15412481828366,8.594645833333333,16.134782291666667,5.9357151041666665,28.13372567384623,43.99786719954565,24.565104341450155,12.593482280342116,0.9977369717050067,0.8966265943935613,1.8916947074164263
0,288747.0,3083.8561116456985,1330,450,2.9555555555555557,2.072748807779821,32.93599073699303,9.552538020833333,19.346294791666665,6.716408333333334,27.72882559581335,45.99022483003598,24.64435095716523,10.302964188201102,0.9985952184570421,0.8743764121679283,2.2866082361460944
0,326080.0,3439.639074444771,1372,771,1.7795071335927366,3.2440260058881254,36.28286605264745,10.793174479166666,23.0670171875,6.9855109375,28.372411551830304,50.8309288725943,23.943089925304864,13.031798350634823,0.9982728268145734,0.8556832564479513,2.5864709711239673
0,280940.5,3638.145767211914,1417,914,1.5503282275711159,4.610008168989519,47.1135511735829,10.49335,19.798978125,8.049865625,30.772753108919243,47.62327968893756,28.250066627551686,12.60749271064628,0.9981867771803931,0.8747523553471561,2.2926823612328144
0,327096.0,3339.1252241134644,1411,564,2.50177304964539,2.4329371193777973,34.08710978523367,9.732555729166666,23.087016666666667,5.9583703125,25.739689018119428,50.91529957905313,21.002124242520917,15.702256525294999,0.9979333554254868,0.855815170864498,2.5883005870069455
0,248687.0,3403.54570043087,1344,812,1.6551724137931034,4.3883596649603716,46.58113747369771,8.4953953125,17.5386359375,5.8218375,26.50283506149587,45.37499598225141,23.25147687510613,14.596652976543023,0.9976232744740511,0.8882034434528906,2.0927719815903365
0,295897.5,3617.7193623781204,1413,899,1.57174638487208,4.29299673028667,44.23117256795192,11.034011458333334,20.444709375,8.72889375,31.289176434842492,47.782072957038906,29.247208651445888,13.05081772094667,0.9982035821243918,0.868840623143905,2.3767539059089016
0,235618.0,3672.094036579132,1418,966,1.4679089026915113,5.813596584301709,57.229390850784,7.761883854166666,15.329428645833334,5.7052463541666665,26.47335887998716,41.271422394373666,25.070850250189633,13.606314373684178,0.997937239679941,0.8940092771739712,1.9932441017563434
0,209606.5,3490.7832905054092,1400,821,1.705237515225335,5.483608571299077,58.13544895445404,8.131403125,15.888586979166666,6.078086979166667,28.833973648176546,44.778705552895964,27.204572222689286,9.484338307185848,0.9982178045315567,0.904935276968973,1.8331170753537391
0,278127.5,3384.07261967659,1312,841,1.5600475624256838,3.9672164744586564,41.17517144203568,10.038700520833334,19.935440625,7.3475359375,28.657903972240987,48.06238483735242,25.47056298294132,11.851960750496431,0.9981852049925772,0.8771597794539385,2.241876514022639
0,199110.0,3598.623911380768,1423,861,1.6527293844367015,6.153397619406358,65.03989782311996,6.8991171875,14.7263265625,5.054159375,26.06507505767649,42.93309356617695,24.967669033580883,11.907642032441874,0.9977332655502996,0.907537365258592,1.7982828980495182
0,193727.5,3384.5091222524643,1362,759,1.7944664031620554,5.336144842626886,59.128941418281585,5.766157291666667,14.245190104166667,3.447284375,22.58559595563269,42.26467495439096,20.10945930040257,12.322363015906179,0.9975855729685358,0.9110578007522863,1.7040641663668104
0,330491.0,3603.476720929146,1388,916,1.51528384279476,3.84702760438257,39.290160634565744,12.831732291666667,27.1573859375,6.820429166666667,32.12817481943743,58.60535341534521,25.73164584836764,14.202062369395112,0.9977709415512411,0.8489295691004894,2.700593627394813
0,359283.5,3597.61172747612,1397,878,1.5911161731207288,3.4139224317287047,36.02394805682341,12.5317375,26.060769791666665,8.825434375,30.363662133342203,53.93353070322532,26.079604035227142,10.828105081558355,0.9986092456337894,0.8483522115828537,2.737033556852447
0,220163.0,3514.0553702116013,1386,844,1.6421800947867298,5.313263354877977,56.08837608913847,8.538714583333334,16.168514583333334,6.102978125,28.17918181280947,44.52645887935852,25.064791368353852,10.794609753956859,0.9980016824973995,0.9025257844616125,1.8712115598579306
0,231180.5,3534.5477962493896,1371,900,1.5233333333333334,5.337387885223883,54.04014665584432,8.6329953125,16.82742916666667,6.5174015625,28.423632823266164,45.06640838962894,27.156355385261527,12.103914042909,0.9979076201305039,0.8967325120297328,1.9446686698086386
0,229768.5,3533.3173434734344,1365,913,1.4950711938663745,5.423915810914028,54.334390700597204,8.931160416666666,16.518891666666665,7.334003125,29.571611856279198,44.50895283747155,28.92822731628211,13.007532007924578,0.9977864018573327,0.8951307295767399,1.9617459064258247
0,244147.0,3467.687839269638,1372,819,1.6752136752136753,4.60242394950583,49.25253617950879,8.7399109375,16.9812296875,6.6679739583333335,27.711060931519782,44.35820256338769,25.687525858854574,11.322209685038029,0.9981672558524906,0.8927922513155089,2.0118863857657607
0,303921.5,3357.7050780057907,1309,815,1.6061349693251534,3.5102320829556315,37.09570856575094,11.276551041666666,21.692467708333332,8.271359895833333,30.012571510752295,49.83655932911677,26.281500083127572,16.49040084939147,0.9975925101712475,0.8622437928034922,2.493909905525256
0,205980.5,3610.302186489105,1376,1002,1.3732534930139721,6.69360449168732,63.279203020519,7.98429375,15.203192708333333,5.679565104166667,27.987140298067448,43.43181371911163,25.313142751477912,10.96724024765901,0.997894787129492,0.9073787790225102,1.785110149805695
0,253187.5,3728.076787352562,1431,993,1.4410876132930515,5.6123742285855345,54.89432350490052,9.427308333333333,18.329265104166666,6.644078125,30.427748168898898,46.65711200489174,28.628219157308703,10.898300419954671,0.9983232490868884,0.8863723841578168,2.154104425084528
0,259779.5,3664.052398443222,1416,959,1.4765380604796663,5.227294686455243,51.679520433819945,9.72199375,18.597500520833332,7.0180375,30.063279598761248,46.77864566790534,27.258322499411562,12.466269293045356,0.998080934975333,0.8819123440187838,2.1815743155113374
0,289314.0,3761.951891541481,1435,991,1.4480322906155398,4.91536876888087,48.916685795614896,10.713851041666667,21.426922916666665,6.92093125,30.42022730339652,50.44017392076044,26.000347718176894,13.009066695270658,0.9980578897698893,0.870985331609266,2.3890843504979786
0,321717.0,3523.109183192253,1340,908,1.475770925110132,3.781957434639761,38.58141881434175,12.6517140625,25.768717708333334,7.5750296875,31.94899531430118,56.53097407949522,25.508405716795806,9.84229042334481,0.9984539184562713,0.8604637042004566,2.559637184123158
0,335259.5,3627.9102685451508,1376,978,1.4069529652351738,4.013989163618033,39.258344406691975,12.515494270833333,24.697154166666667,8.738370833333333,30.72189221010383,53.30352084432352,25.038601285731122,17.669225219419268,0.9974901906367547,0.8492290049510938,2.65854234534002
0,310279.5,3763.1894776821136,1406,1042,1.3493282149712091,4.721717032546462,45.64141377350866,11.921009895833333,22.411253125,7.6196453125,31.06183590237293,50.66731117701871,25.23583085530433,12.845345134489037,0.998166956903097,0.8625092898554039,2.4961601851987267
0,287577.0,3400.412799358368,1243,987,1.259371833839919,4.2661304624500564,40.2076911785025,10.963251041666666,20.810513541666666,7.607494791666666,30.248750138323558,49.132278829778606,26.505784531301174,13.075101283611724,0.9980147789556109,0.8698025886830416,2.3169116536572747
0,316838.0,3688.2117837667465,1404,974,1.4414784394250513,4.316073198290609,42.93331659054749,11.93329375,23.3966140625,7.797022395833333,30.280249050625034,52.120720246906224,24.31452788433369,16.788716287088796,0.9975303441107417,0.8558169054265737,2.539335714278608
0,303709.0,3674.81480550766,1391,968,1.43698347107438,4.433480733201848,44.46448361681182,12.274479166666667,22.917753645833333,8.226646354166666,32.07618250515067,52.16020225804085,27.266386714249027,14.40290297347323,0.9977932296513262,0.8605719687039224,2.494765671349022
0,348331.5,3789.4493621587753,1411,1039,1.358036573628489,4.208717844926457,41.22488626025941,12.360609895833333,25.019514583333333,7.878694270833333,31.241272741074333,52.837202944652255,26.670851833494904,15.824288122344988,0.9979778556128507,0.8431936902578108,2.8134995555991815
0,220164.5,3640.3366767168045,1401,968,1.447314049586777,6.159794153916731,60.191589106552364,8.7019484375,15.223778645833333,7.221357291666667,30.01456842718645,42.33753412178727,29.435755360747223,12.534193691415252,0.9979124139177822,0.8979836734421832,1.9435602687411375
0,209906.5,3674.929602265358,1399,1016,1.3769685039370079,6.771510172386277,64.33868213517077,8.36409375,15.043438020833333,7.2393442708333335,29.327164620868896,42.688108647598554,30.01399602767325,12.757873128315277,0.9977012160920422,0.8999199667120915,1.900961109693196
0,280613.0,3633.466611981392,1367,993,1.3766364551863042,4.837377455784301,47.047284410856,9.8272609375,21.015772916666666,6.3966484375,27.738680297623876,50.427688194401384,22.958594744042916,16.310408401715364,0.9973962804440865,0.8735700199323668,2.318480730561745
0,273458.0,3581.667622089386,1360,970,1.402061855670103,4.824141184386633,46.91156578020551,9.4545359375,18.897390104166668,7.205166145833333,27.92772567081001,46.16647652857474,25.895909427586645,15.086330788292852,0.997764611358779,0.8770266507050586,2.1958027066506642
0,227354.0,3670.887955904007,1404,1004,1.3984063745019921,6.200093246654996,59.270645710218865,8.5876109375,17.915898958333333,5.401917708333333,27.4782937317251,48.18369100741582,23.861553252335895,11.1440682583675,0.9978014014125467,0.8978707764484652,1.9134972432937007
0,229080.5,3742.7874524593353,1425,1021,1.3956904995102841,6.351151669391328,61.15080905745815,8.217227083333333,16.949930729166667,5.5340260416666665,26.75756863134117,45.63661766294641,23.307681350508073,15.050589079389045,0.9972828299322177,0.8942623842155244,1.9699697322742609
0,380033.5,3775.792525291443,1383,1059,1.3059490084985836,3.853862883140565,37.514085453115925,14.431504166666667,30.447519270833332,8.055049479166666,33.1708849022123,60.494696538744044,27.705946512599233,13.188720213467015,0.9981802981185044,0.8320460462861796,2.9981204840178046
0,389334.5,3747.258474946022,1416,976,1.4508196721311475,3.5496879932294725,36.06653424768364,16.417396354166666,32.914872395833335,8.414529166666666,35.561518872994746,64.20432213562557,25.69542059450119,20.75963931647621,0.9968424598270782,0.817657834403883,3.1429305061850137
0,380353.5,3953.2382541894913,1486,1091,1.3620531622364802,4.2624190391307035,41.08833675616808,13.107871875,25.241685416666666,10.532777083333333,31.831068943988,51.14153648243636,28.85759906124339,16.061462238874977,0.9982046044610484,0.8341430060701087,3.0382222010098863
0,11.5,25.213202953338623,9,10,0.9,7.826086956521739,55.278748101412475,10.1467546875,17.97295,8.5540421875,32.39696822298136,47.321378697573536,30.616253092112743,12.842505254757896,0.9977235196347136,0.8904393652474534,2.1043032015273475
0,353209.5,3597.5183548927307,1363,943,1.445387062566278,3.6389423274289054,36.641535161965066,15.119828125,28.631925,10.246494791666667,36.659369007282784,59.501463680899306,30.923424907762328,11.9115927814222,0.9982020744561185,0.8445616569205756,2.8578072445496057
0,365360.0,3878.2849353551865,1450,1074,1.3500931098696463,4.262371359754763,41.16787289195036,11.859769270833333,23.990310416666667,9.489608854166667,28.910863144126818,49.64315545163611,25.403410354696245,16.62686750507859,0.9980700168639692,0.8432350958796242,2.814439400466761
